Year,WinOrLose,Type,Key,Item
1939,Nominees,"Music (Scoring)","Storm Over Bengal","Cy Feuer"
1939,Nominees,"Music (Scoring)","Sweethearts","Herbert Stothart"
1939,Nominees,"Music (Scoring)","There Goes My Heart","Marvin Hatley"
1939,Nominees,"Music (Scoring)","Tropic Holiday","Boris Morros"
1939,Nominees,"Music (Scoring)","The Young In Heart","Franz Waxman"
1939,Winner,"Music (Song)","The Big Broadcast Of 1938","Thanks For The Memory in "The Big Broadcast of 1938" Music by Ralph Rainger; Lyrics by Leo Robin"
1939,Nominees,"Music (Song)","Mannequin","Always And Always in "Mannequin" Music by Edward Ward; Lyrics by Chet Forrest and Bob Wright"
1939,Nominees,"Music (Song)","Carefree","Change Partners in "Carefree" Music and Lyrics by Irving Berlin"
1939,Nominees,"Music (Song)","The Cowboy And The Lady","The Cowboy And The Lady in "The Cowboy and the Lady" Music by Lionel Newman; Lyrics by Arthur Quenzer"
1939,Nominees,"Music (Song)","Under Western Stars","Dust in "Under Western Stars" Music and Lyrics by Johnny Marvin"
1939,Nominees,"Music (Song)","Going Places","Jeepers Creepers in "Going Places" Music by Harry Warren; Lyrics by Johnny Mercer"
1939,Nominees,"Music (Song)","Merrily We Live","Merrily We Live in "Merrily We Live" Music by Phil Charig; Lyrics by Arthur Quenzer"
1939,Nominees,"Music (Song)","The Lady Objects","A Mist Over The Moon in "The Lady Objects" Music by Ben Oakland; Lyrics by Oscar Hammerstein II"
1939,Nominees,"Music (Song)","That Certain Age","My Own in "That Certain Age" Music by Jimmy McHugh; Lyrics by Harold Adamson"
1939,Nominees,"Music (Song)","Alexander's Ragtime Band","Now It Can Be Told in "Alexander's Ragtime Band" Music and Lyrics by Irving Berlin"
1939,Winner,"Outstanding Production","You Can't Take It With You","Columbia"
1939,Nominees,"Outstanding Production","The Adventures Of Robin Hood","Warner Bros.-First National"
1939,Nominees,"Outstanding Production","Alexander's Ragtime Band","20th Century-Fox"
1939,Nominees,"Outstanding Production","Boys Town","Metro-Goldwyn-Mayer"
1939,Nominees,"Outstanding Production","The Citadel","Metro-Goldwyn-Mayer"
1939,Nominees,"Outstanding Production","Four Daughters","Warner Bros.-First National"
1939,Nominees,"Outstanding Production","Grand Illusion","Realization D'Art Cinematographique"
1939,Nominees,"Outstanding Production","Jezebel","Warner Bros."
1939,Nominees,"Outstanding Production","Pygmalion","Metro-Goldwyn-Mayer"
1939,Nominees,"Outstanding Production","Test Pilot","Metro-Goldwyn-Mayer"
1939,Winner,"Short Subject (Cartoon)","Ferdinand The Bull","Walt Disney, Producer"
1939,Nominees,"Short Subject (Cartoon)","Brave Little Tailor","Walt Disney, Producer"
1939,Nominees,"Short Subject (Cartoon)","Good Scouts","Walt Disney, Producer"
1939,Nominees,"Short Subject (Cartoon)","Hunky And Spunky","Paramount"
1939,Nominees,"Short Subject (Cartoon)","Mother Goose Goes Hollywood","Walt Disney, Producer"
1939,Winner,"Short Subject (One-Reel)","That Mothers Might Live","Metro-Goldwyn-Mayer"
1939,Nominees,"Short Subject (One-Reel)","The Great Heart","Metro-Goldwyn-Mayer"
1939,Nominees,"Short Subject (One-Reel)","Timber Toppers","20th Century-Fox"
1939,Winner,"Short Subject (Two-Reel)","Declaration Of Independence","Warner Bros."
1939,Nominees,"Short Subject (Two-Reel)","Swingtime In The Movies","Warner Bros."
1939,Nominees,"Short Subject (Two-Reel)","They're Always Caught","Metro-Goldwyn-Mayer"
1939,Winner,"Sound Recording","The Cowboy And The Lady","United Artists Studio Sound Department, Thomas T. Moulton, Sound Director"
1939,Nominees,"Sound Recording","Army Girl","Republic Studio Sound Department, Charles L. Lootens, Sound Director"
1939,Nominees,"Sound Recording","Four Daughters","Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director"
1939,Nominees,"Sound Recording","If I Were King","Paramount Studio Sound Department, Loren L. Ryder, Sound Director"
1939,Nominees,"Sound Recording","Merrily We Live","Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director"
1939,Nominees,"Sound Recording","Suez","20th Century-Fox Studio Sound Department, Edmund H. Hansen, Sound Director"
1939,Nominees,"Sound Recording","Sweethearts","Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director"
1939,Nominees,"Sound Recording","That Certain Age","Universal Studio Sound Department, Bernard B. Brown, Sound Director"
1939,Nominees,"Sound Recording","Vivacious Lady","RKO Radio Studio Sound Department, John Aalberg, Sound Director"
1939,Nominees,"Sound Recording","You Can't Take It With You","Columbia Studio Sound Department, John Livadary, Sound Director"
1939,Winner,"Special Award","Snow White And The Seven Dwarfs","Special Award"
1939,Winner,"Special Award","Spawn Of The North","Special Award"
1939,Winner,"Special Award","Sweethearts","Special Award"
1939,Winner,"Writing (Original Story)","Boys Town","Dore Schary, Eleanore Griffin"
1939,Nominees,"Writing (Original Story)","Alexander's Ragtime Band","Irving Berlin"
1939,Nominees,"Writing (Original Story)","Angels With Dirty Faces","Rowland Brown"
1939,Nominees,"Writing (Original Story)","Blockade","John Howard Lawson"
1939,Nominees,"Writing (Original Story)","Mad About Music","Marcella Burke, Frederick Kohner"
1939,Nominees,"Writing (Original Story)","Test Pilot","Frank Wead"
1939,Winner,"Writing (Screenplay)","Pygmalion","Screenplay and Dialogue by George Bernard Shaw; Adaptation by W. P. Lipscomb, Cecil Lewis, Ian Dalrymple"
1939,Nominees,"Writing (Screenplay)","Boys Town","John Meehan, Dore Schary"
1939,Nominees,"Writing (Screenplay)","The Citadel","Ian Dalrymple, Frank Wead, Elizabeth Hill"
1939,Nominees,"Writing (Screenplay)","Four Daughters","Julius J. Epstein, Lenore Coffee"
1939,Nominees,"Writing (Screenplay)","You Can't Take It With You","Robert Riskin"
1940,Winner,"Actor","Robert Donat","Goodbye, Mr. Chips"
1940,Nominees,"Actor","Clark Gable","Gone with the Wind"
1940,Nominees,"Actor","Laurence Olivier","Wuthering Heights"
1940,Nominees,"Actor","Mickey Rooney","Babes in Arms"
1940,Nominees,"Actor","James Stewart","Mr. Smith Goes to Washington"
1940,Winner,"Actor In A Supporting Role","Thomas Mitchell","Stagecoach"
1940,Nominees,"Actor In A Supporting Role","Brian Aherne","Juarez"
1940,Nominees,"Actor In A Supporting Role","Harry Carey","Mr. Smith Goes to Washington"
1940,Nominees,"Actor In A Supporting Role","Brian Donlevy","Beau Geste"
1940,Nominees,"Actor In A Supporting Role","Claude Rains","Mr. Smith Goes to Washington"
1940,Winner,"Actress","Vivien Leigh","Gone with the Wind"
1940,Nominees,"Actress","Bette Davis","Dark Victory"
1940,Nominees,"Actress","Irene Dunne","Love Affair"
1940,Nominees,"Actress","Greta Garbo","Ninotchka"
1940,Nominees,"Actress","Greer Garson","Goodbye, Mr. Chips"
1940,Winner,"Actress In A Supporting Role","Hattie Mcdaniel","Gone with the Wind"
1940,Nominees,"Actress In A Supporting Role","Olivia De Havilland","Gone with the Wind"
1940,Nominees,"Actress In A Supporting Role","Geraldine Fitzgerald","Wuthering Heights"
1940,Nominees,"Actress In A Supporting Role","Edna May Oliver","Drums along the Mohawk"
1940,Nominees,"Actress In A Supporting Role","Maria Ouspenskaya","Love Affair"
1940,Winner,"Art Direction","Gone With The Wind","Lyle Wheeler"
1940,Nominees,"Art Direction","Beau Geste","Hans Dreier, Robert Odell"
1940,Nominees,"Art Direction","Captain Fury","Charles D. Hall"
1940,Nominees,"Art Direction","First Love","Jack Otterson, Martin Obzina"
1940,Nominees,"Art Direction","Love Affair","Van Nest Polglase, Al Herman"
1940,Nominees,"Art Direction","Man Of Conquest","John Victor Mackay"
1940,Nominees,"Art Direction","Mr. Smith Goes To Washington","Lionel Banks"
1940,Nominees,"Art Direction","The Private Lives Of Elizabeth And Essex","Anton Grot"
1940,Nominees,"Art Direction","The Rains Came","William Darling, George Dudley"
1940,Nominees,"Art Direction","Stagecoach","Alexander Toluboff"
1940,Nominees,"Art Direction","The Wizard Of Oz","Cedric Gibbons, William A. Horning"
1940,Nominees,"Art Direction","Wuthering Heights","James Basevi"
1940,Winner,"Cinematography (Black-And-White)","Wuthering Heights","Gregg Toland"
1940,Nominees,"Cinematography (Black-And-White)","Stagecoach","Bert Glennon"
1940,Winner,"Cinematography (Color)","Gone With The Wind","Ernest Haller, Ray Rennahan"
1940,Nominees,"Cinematography (Color)","The Private Lives Of Elizabeth And Essex","Sol Polito, W. Howard Greene"
1940,Winner,"Directing","Gone With The Wind","Victor Fleming"
1940,Nominees,"Directing","Goodbye, Mr. Chips","Sam Wood"
1940,Nominees,"Directing","Mr. Smith Goes To Washington","Frank Capra"
1940,Nominees,"Directing","Stagecoach","John Ford"
1940,Nominees,"Directing","Wuthering Heights","William Wyler"
1940,Winner,"Film Editing","Gone With The Wind","Hal C. Kern, James E. Newcom"
1940,Nominees,"Film Editing","Goodbye, Mr. Chips","Charles Frend"
1940,Nominees,"Film Editing","Mr. Smith Goes To Washington","Gene Havlick, Al Clark"
1940,Nominees,"Film Editing","The Rains Came","Barbara McLean"
1940,Nominees,"Film Editing","Stagecoach","Otho Lovering, Dorothy Spencer"
1940,Winner,"Irving G. Thalberg Memorial Award","","David O. Selznick"
1940,Winner,"Music (Original Score)","The Wizard Of Oz","Herbert Stothart"
1940,Nominees,"Music (Original Score)","Dark Victory","Max Steiner"
1940,Nominees,"Music (Original Score)","Eternally Yours","Werner Janssen"
1940,Nominees,"Music (Original Score)","Golden Boy","Victor Young"
1940,Nominees,"Music (Original Score)","Gone With The Wind","Max Steiner"
1940,Nominees,"Music (Original Score)","Gulliver's Travels","Victor Young"
1940,Nominees,"Music (Original Score)","The Man In The Iron Mask","Lud Gluskin, Lucien Moraweck"
1940,Nominees,"Music (Original Score)","Man Of Conquest","Victor Young"
1940,Nominees,"Music (Original Score)","Nurse Edith Cavell","Anthony Collins"
1940,Nominees,"Music (Original Score)","Of Mice And Men","Aaron Copland"
1940,Nominees,"Music (Original Score)","The Rains Came","Alfred Newman"
1940,Nominees,"Music (Original Score)","Wuthering Heights","Alfred Newman"
1940,Winner,"Music (Scoring)","Stagecoach","Richard Hageman, Frank Harling, John Leipold, Leo Shuken"
1940,Nominees,"Music (Scoring)","Babes In Arms","George E. Stoll, Roger Edens"
1940,Nominees,"Music (Scoring)","First Love","Charles Previn"
1940,Nominees,"Music (Scoring)","The Great Victor Herbert","Phil Boutelje, Arthur Lange"
1940,Nominees,"Music (Scoring)","The Hunchback Of Notre Dame","Alfred Newman"
1940,Nominees,"Music (Scoring)","Intermezzo","Lou Forbes"
1940,Nominees,"Music (Scoring)","Mr. Smith Goes To Washington","Dimitri Tiomkin"
1940,Nominees,"Music (Scoring)","Of Mice And Men","Aaron Copland"
1940,Nominees,"Music (Scoring)","The Private Lives Of Elizabeth And Essex","Erich Wolfgang Korngold"
1940,Nominees,"Music (Scoring)","She Married A Cop","Cy Feuer"
1940,Nominees,"Music (Scoring)","Swanee River","Louis Silvers"
1940,Nominees,"Music (Scoring)","They Shall Have Music","Alfred Newman"
1940,Nominees,"Music (Scoring)","Way Down South","Victor Young"
1940,Winner,"Music (Song)","The Wizard Of Oz","Over The Rainbow in "The Wizard of Oz" Music by Harold Arlen; Lyrics by E. Y. Harburg"
1940,Nominees,"Music (Song)","Gulliver's Travels","Faithful Forever in "Gulliver's Travels" Music by Ralph Rainger; Lyrics by Leo Robin"
1940,Nominees,"Music (Song)","Second Fiddle","I Poured My Heart Into A Song in "Second Fiddle" Music and Lyrics by Irving Berlin"
1940,Nominees,"Music (Song)","Love Affair","Wishing in "Love Affair" Music and Lyrics by Buddy de Sylva"
1940,Winner,"Outstanding Production","Gone With The Wind","Selznick International Pictures"
1940,Nominees,"Outstanding Production","Dark Victory","Warner Bros.-First National"
1940,Nominees,"Outstanding Production","Goodbye, Mr. Chips","Metro-Goldwyn-Mayer"
1940,Nominees,"Outstanding Production","Love Affair","RKO Radio"
1940,Nominees,"Outstanding Production","Mr. Smith Goes To Washington","Columbia"
1940,Nominees,"Outstanding Production","Ninotchka","Metro-Goldwyn-Mayer"
1940,Nominees,"Outstanding Production","Of Mice And Men","Hal Roach (production company)"
1940,Nominees,"Outstanding Production","Stagecoach","Walter Wanger (production company)"
1940,Nominees,"Outstanding Production","The Wizard Of Oz","Metro-Goldwyn-Mayer"
1940,Nominees,"Outstanding Production","Wuthering Heights","Samuel Goldwyn Productions"
1940,Winner,"Short Subject (Cartoon)","The Ugly Duckling","Walt Disney, Producer"
1940,Nominees,"Short Subject (Cartoon)","Detouring America","Warner Bros."
1940,Nominees,"Short Subject (Cartoon)","Peace On Earth","Metro-Goldwyn-Mayer"
1940,Nominees,"Short Subject (Cartoon)","The Pointer","Walt Disney, Producer"
1940,Winner,"Short Subject (One-Reel)","Busy Little Bears","Paramount"
1940,Nominees,"Short Subject (One-Reel)","Information Please","RKO Radio"
1940,Nominees,"Short Subject (One-Reel)","Prophet Without Honor","Metro-Goldwyn-Mayer"
1940,Nominees,"Short Subject (One-Reel)","Sword Fishing","Warner Bros."
1940,Winner,"Short Subject (Two-Reel)","Sons Of Liberty","Warner Bros."
1940,Nominees,"Short Subject (Two-Reel)","Drunk Driving","Metro-Goldwyn-Mayer"
1940,Nominees,"Short Subject (Two-Reel)","Five Times Five","RKO Radio"
1940,Winner,"Sound Recording","When Tomorrow Comes","Universal Studio Sound Department, Bernard B. Brown, Sound Director"
1940,Nominees,"Sound Recording","Balalaika","Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director"
1940,Nominees,"Sound Recording","Gone With The Wind","Samuel Goldwyn Studio Sound Department, Thomas T. Moulton, Sound Director"
1940,Nominees,"Sound Recording","Goodbye, Mr. Chips","Denham Studio Sound Department, A. W. Watkins, Sound Director"
1940,Nominees,"Sound Recording","The Great Victor Herbert","Paramount Studio Sound Department, Loren L. Ryder, Sound Director"
1940,Nominees,"Sound Recording","The Hunchback Of Notre Dame","RKO Radio Studio Sound Department, John Aalberg, Sound Director"
1940,Nominees,"Sound Recording","Man Of Conquest","Republic Studio Sound Department, Charles L. Lootens, Sound Director"
1940,Nominees,"Sound Recording","Mr. Smith Goes To Washington","Columbia Studio Sound Department, John Livadary, Sound Director"
1940,Nominees,"Sound Recording","Of Mice And Men","Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director"
1940,Nominees,"Sound Recording","The Private Lives Of Elizabeth And Essex","Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director"
1940,Nominees,"Sound Recording","The Rains Came","20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director"
1940,Winner,"Special Award","Gone With The Wind","Special Award"
1940,Winner,"Special Effects","The Rains Came","Fred Sersen, E. H. Hansen"
1940,Nominees,"Special Effects","Gone With The Wind","John R. Cosgrove, Fred Albin, Arthur Johns"
1940,Nominees,"Special Effects","Only Angels Have Wings","Roy Davidson, Edwin C. Hahn"
1940,Nominees,"Special Effects","The Private Lives Of Elizabeth And Essex","Byron Haskin, Nathan Levinson"
1940,Nominees,"Special Effects","Topper Takes A Trip","Roy Seawright"
1940,Nominees,"Special Effects","Union Pacific","Farciot Edouart, Gordon Jennings, Loren Ryder"
1940,Nominees,"Special Effects","The Wizard Of Oz","A. Arnold Gillespie, Douglas Shearer"
1940,Winner,"Writing (Original Story)","Mr. Smith Goes To Washington","Lewis R. Foster"
1940,Nominees,"Writing (Original Story)","Bachelor Mother","Felix Jackson"
1940,Nominees,"Writing (Original Story)","Love Affair","Mildred Cram, Leo McCarey"
1940,Nominees,"Writing (Original Story)","Ninotchka","Melchior Lengyel"
1940,Nominees,"Writing (Original Story)","Young Mr. Lincoln","Lamar Trotti"
1940,Winner,"Writing (Screenplay)","Gone With The Wind","Sidney Howard"
1940,Nominees,"Writing (Screenplay)","Goodbye, Mr. Chips","R. C. Sherriff, Claudine West, Eric Maschwitz"
1940,Nominees,"Writing (Screenplay)","Mr. Smith Goes To Washington","Sidney Buchman"
1940,Nominees,"Writing (Screenplay)","Ninotchka","Charles Brackett, Billy Wilder, Walter Reisch"
1940,Nominees,"Writing (Screenplay)","Wuthering Heights","Charles MacArthur, Ben Hecht"
1941,Winner,"Actor","James Stewart","The Philadelphia Story"
1941,Nominees,"Actor","Charles Chaplin","The Great Dictator"
1941,Nominees,"Actor","Henry Fonda","The Grapes of Wrath"
1941,Nominees,"Actor","Raymond Massey","Abe Lincoln in Illinois"
1941,Nominees,"Actor","Laurence Olivier","Rebecca"
1941,Winner,"Actor In A Supporting Role","Walter Brennan","The Westerner"
1941,Nominees,"Actor In A Supporting Role","Albert Basserman","Foreign Correspondent"
1941,Nominees,"Actor In A Supporting Role","William Gargan","They Knew What They Wanted"
1941,Nominees,"Actor In A Supporting Role","Jack Oakie","The Great Dictator"
1941,Nominees,"Actor In A Supporting Role","James Stephenson","The Letter"
1941,Winner,"Actress","Ginger Rogers","Kitty Foyle"
1941,Nominees,"Actress","Bette Davis","The Letter"
1941,Nominees,"Actress","Joan Fontaine","Rebecca"
1941,Nominees,"Actress","Katharine Hepburn","The Philadelphia Story"
1941,Nominees,"Actress","Martha Scott","Our Town"
1941,Winner,"Actress In A Supporting Role","Jane Darwell","The Grapes of Wrath"
1941,Nominees,"Actress In A Supporting Role","Judith Anderson","Rebecca"
1941,Nominees,"Actress In A Supporting Role","Ruth Hussey","The Philadelphia Story"
1941,Nominees,"Actress In A Supporting Role","Barbara O'neil","All This, and Heaven Too"
1941,Nominees,"Actress In A Supporting Role","Marjorie Rambeau","Primrose Path"
1941,Winner,"Art Direction (Black-And-White)","Pride And Prejudice","Cedric Gibbons, Paul Groesse"
1941,Nominees,"Art Direction (Black-And-White)","Arise, My Love","Hans Dreier, Robert Usher"
1941,Nominees,"Art Direction (Black-And-White)","Arizona","Lionel Banks, Robert Peterson"
1941,Nominees,"Art Direction (Black-And-White)","The Boys From Syracuse","John Otterson"
1941,Nominees,"Art Direction (Black-And-White)","The Dark Command","John Victor Mackay"
1941,Nominees,"Art Direction (Black-And-White)","Foreign Correspondent","Alexander Golitzen"
1941,Nominees,"Art Direction (Black-And-White)","Lillian Russell","Richard Day, Joseph C. Wright"
1941,Nominees,"Art Direction (Black-And-White)","My Favorite Wife","Van Nest Polglase, Mark-Lee Kirk"
1941,Nominees,"Art Direction (Black-And-White)","My Son, My Son!","John DuCasse Schulze"
1941,Nominees,"Art Direction (Black-And-White)","Our Town","Lewis J. Rachmil"
1941,Nominees,"Art Direction (Black-And-White)","Rebecca","Lyle Wheeler"
1941,Nominees,"Art Direction (Black-And-White)","The Sea Hawk","Anton Grot"
1941,Nominees,"Art Direction (Black-And-White)","The Westerner","James Basevi"
1941,Winner,"Art Direction (Color)","The Thief Of Bagdad","Vincent Korda"
1941,Nominees,"Art Direction (Color)","Bitter Sweet","Cedric Gibbons, John S. Detlie"
1941,Nominees,"Art Direction (Color)","Down Argentine Way","Richard Day, Joseph C. Wright"
1941,Nominees,"Art Direction (Color)","North West Mounted Police","Hans Dreier, Roland Anderson"
1941,Winner,"Cinematography (Black-And-White)","Rebecca","George Barnes"
1941,Nominees,"Cinematography (Black-And-White)","Abe Lincoln In Illinois","James Wong Howe"
1941,Nominees,"Cinematography (Black-And-White)","All This, And Heaven Too","Ernest Haller"
1941,Nominees,"Cinematography (Black-And-White)","Arise, My Love","Charles B. Lang, Jr."
1941,Nominees,"Cinematography (Black-And-White)","Boom Town","Harold Rosson"
1941,Nominees,"Cinematography (Black-And-White)","Foreign Correspondent","Foreign Correspondent"
1941,Nominees,"Cinematography (Black-And-White)","The Letter","Gaetano (Tony) Gaudio"
1941,Nominees,"Cinematography (Black-And-White)","The Long Voyage Home","Gregg Toland"
1941,Nominees,"Cinematography (Black-And-White)","Spring Parade","Joseph Valentine"
1941,Nominees,"Cinematography (Black-And-White)","Waterloo Bridge","Joseph Ruttenberg"
1941,Winner,"Cinematography (Color)","The Thief Of Bagdad","The Thief of Bagdad"
1941,Nominees,"Cinematography (Color)","Bitter Sweet","Oliver T. Marsh, Allen Davey"
1941,Nominees,"Cinematography (Color)","The Blue Bird","Arthur Miller, Ray Rennahan"
1941,Nominees,"Cinematography (Color)","Down Argentine Way","Leon Shamroy, Ray Rennahan"
1941,Nominees,"Cinematography (Color)","North West Mounted Police","Victor Milner, W. Howard Greene"
1941,Nominees,"Cinematography (Color)","Northwest Passage","Sidney Wagner, William V. Skall"
1941,Winner,"Directing","The Grapes Of Wrath","John Ford"
1941,Nominees,"Directing","Kitty Foyle","Sam Wood"
1941,Nominees,"Directing","The Letter","William Wyler"
1941,Nominees,"Directing","The Philadelphia Story","George Cukor"
1941,Nominees,"Directing","Rebecca","Alfred Hitchcock"
1941,Winner,"Film Editing","North West Mounted Police","Anne Bauchens"
1941,Nominees,"Film Editing","The Grapes Of Wrath","Robert Simpson"
1941,Nominees,"Film Editing","The Letter","Warren Low"
1941,Nominees,"Film Editing","The Long Voyage Home","Sherman Todd"
1941,Nominees,"Film Editing","Rebecca","Hal C. Kern"
1941,Winner,"Music (Original Score)","Pinocchio","Leigh Harline, Paul J. Smith, Ned Washington"
1941,Nominees,"Music (Original Score)","Arizona","Victor Young"
1941,Nominees,"Music (Original Score)","The Dark Command","Victor Young"
1941,Nominees,"Music (Original Score)","The Fight For Life","Louis Gruenberg"
1941,Nominees,"Music (Original Score)","The Great Dictator","Meredith Willson"
1941,Nominees,"Music (Original Score)","The House Of The Seven Gables","Frank Skinner"
1941,Nominees,"Music (Original Score)","The Howards Of Virginia","Richard Hageman"
1941,Nominees,"Music (Original Score)","The Letter","Max Steiner"
1941,Nominees,"Music (Original Score)","The Long Voyage Home","Richard Hageman"
1941,Nominees,"Music (Original Score)","The Mark Of Zorro","Alfred Newman"
1941,Nominees,"Music (Original Score)","My Favorite Wife","Roy Webb"
1941,Nominees,"Music (Original Score)","North West Mounted Police","Victor Young"
1941,Nominees,"Music (Original Score)","One Million B.C.","Werner Heymann"
1941,Nominees,"Music (Original Score)","Our Town","Aaron Copland"
1941,Nominees,"Music (Original Score)","Rebecca","Franz Waxman"
1941,Nominees,"Music (Original Score)","The Thief Of Bagdad","Miklos Rozsa"
1941,Nominees,"Music (Original Score)","Waterloo Bridge","Herbert Stothart"
1941,Winner,"Music (Scoring)","Tin Pan Alley","Alfred Newman"
1941,Nominees,"Music (Scoring)","Arise, My Love","Victor Young"
1941,Nominees,"Music (Scoring)","Hit Parade Of 1941","Cy Feuer"
1941,Nominees,"Music (Scoring)","Irene","Anthony Collins"
1941,Nominees,"Music (Scoring)","Our Town","Aaron Copland"
1941,Nominees,"Music (Scoring)","The Sea Hawk","Erich Wolfgang Korngold"
1941,Nominees,"Music (Scoring)","Second Chorus","Artie Shaw"
1941,Nominees,"Music (Scoring)","Spring Parade","Charles Previn"
1941,Nominees,"Music (Scoring)","Strike Up The Band","Roger Edens, Georgie Stoll"
1941,Winner,"Music (Song)","Pinocchio","When You Wish Upon A Star in "Pinocchio" Music by Leigh Harline; Lyrics by Ned Washington"
1941,Nominees,"Music (Song)","Down Argentine Way","Down Argentina Way in "Down Argentine Way" Music by Harry Warren; Lyrics by Mack Gordon"
1941,Nominees,"Music (Song)","You'll Find Out","I'd Know You Anywhere in "You'll Find Out" Music by Jimmy McHugh; Lyrics by Johnny Mercer"
1941,Nominees,"Music (Song)","Music In My Heart","It's A Blue World in "Music in My Heart" Music and Lyrics by Chet Forrest and Bob Wright"
1941,Nominees,"Music (Song)","Second Chorus","Love Of My Life in "Second Chorus" Music by Artie Shaw; Lyrics by Johnny Mercer"
1941,Nominees,"Music (Song)","Rhythm On The River","Only Forever in "Rhythm on the River" Music by James Monaco; Lyrics by John Burke"
1941,Nominees,"Music (Song)","Strike Up The Band","Our Love Affair in "Strike Up the Band" Music and Lyrics by Roger Edens and Arthur Freed"
1941,Nominees,"Music (Song)","Spring Parade","Waltzing In The Clouds in "Spring Parade" Music by Robert Stolz; Lyrics by Gus Kahn"
1941,Nominees,"Music (Song)","Hit Parade Of 1941","Who Am I? in "Hit Parade of 1941" Music by Jule Styne; Lyrics by Walter Bullock"
1941,Winner,"Outstanding Production","Rebecca","Selznick International Pictures"
1941,Nominees,"Outstanding Production","All This, And Heaven Too","Warner Bros."
1941,Nominees,"Outstanding Production","Foreign Correspondent","Walter Wanger (production company)"
1941,Nominees,"Outstanding Production","The Grapes Of Wrath","20th Century-Fox"
1941,Nominees,"Outstanding Production","The Great Dictator","Charles Chaplin Productions"
1941,Nominees,"Outstanding Production","Kitty Foyle","RKO Radio"
1941,Nominees,"Outstanding Production","The Letter","Warner Bros."
1941,Nominees,"Outstanding Production","The Long Voyage Home","Argosy-Wanger"
1941,Nominees,"Outstanding Production","Our Town","Sol Lesser (production company)"
1941,Nominees,"Outstanding Production","The Philadelphia Story","Metro-Goldwyn-Mayer"
1941,Winner,"Short Subject (Cartoon)","The Milky Way","Metro-Goldwyn-Mayer"
1941,Nominees,"Short Subject (Cartoon)","Puss Gets The Boot","Metro-Goldwyn-Mayer"
1941,Nominees,"Short Subject (Cartoon)","A Wild Hare","Leon Schlesinger, Producer"
1941,Winner,"Short Subject (One-Reel)","Quicker 'N A Wink","Pete Smith, Producer"
1941,Nominees,"Short Subject (One-Reel)","London Can Take It","Warner Bros."
1941,Nominees,"Short Subject (One-Reel)","More About Nostradamus","Metro-Goldwyn-Mayer"
1941,Nominees,"Short Subject (One-Reel)","Siege","RKO Radio"
1941,Winner,"Short Subject (Two-Reel)","Teddy, The Rough Rider","Warner Bros."
1941,Nominees,"Short Subject (Two-Reel)","Eyes Of The Navy","Metro-Goldwyn-Mayer"
1941,Nominees,"Short Subject (Two-Reel)","Service With The Colors","Warner Bros."
1941,Winner,"Sound Recording","Strike Up The Band","Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director"
1941,Nominees,"Sound Recording","Behind The News","Republic Studio Sound Department, Charles L. Lootens, Sound Director"
1941,Nominees,"Sound Recording","Captain Caution","Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director"
1941,Nominees,"Sound Recording","The Grapes Of Wrath","20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director"
1941,Nominees,"Sound Recording","The Howards Of Virginia","General Service Sound Department, Jack Whitney, Sound Director"
1941,Nominees,"Sound Recording","Kitty Foyle","RKO Radio Studio Sound Department, John Aalberg, Sound Director"
1941,Nominees,"Sound Recording","North West Mounted Police","Paramount Studio Sound Department, Loren L. Ryder, Sound Director"
1941,Nominees,"Sound Recording","Our Town","Samuel Goldwyn Studio Sound Department, Thomas T. Moulton, Sound Director"
1941,Nominees,"Sound Recording","The Sea Hawk","Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director"
1941,Nominees,"Sound Recording","Spring Parade","Universal Studio Sound Department, Bernard B. Brown, Sound Director"
1941,Nominees,"Sound Recording","Too Many Husbands","Columbia Studio Sound Department, John Livadary, Sound Director"
1941,Winner,"Special Effects","The Thief Of Bagdad","Photographic Effects by Lawrence Butler; Sound Effects by Jack Whitney"
1941,Nominees,"Special Effects","The Blue Bird","Photographic Effects by Fred Sersen; Sound Effects by E. H. Hansen"
1941,Nominees,"Special Effects","Boom Town","Photographic Effects by A. Arnold Gillespie; Sound Effects by Douglas Shearer"
1941,Nominees,"Special Effects","The Boys From Syracuse","Photographic Effects by John P. Fulton; Sound Effects by Bernard B. Brown, Joseph Lapis"
1941,Nominees,"Special Effects","Dr. Cyclops","Photographic Effects by Gordon Jennings, Farciot Edouart"
1941,Nominees,"Special Effects","Foreign Correspondent","Photographic Effects by Paul Eagler; Sound Effects by Thomas T. Moulton"
1941,Nominees,"Special Effects","The Invisible Man Returns","Photographic Effects by John P. Fulton; Sound Effects by Bernard B. Brown, William Hedgecock"
1941,Nominees,"Special Effects","The Long Voyage Home","Photographic Effects by R. T. Layton, R. O. Binger; Sound Effects by Thomas T. Moulton"
