1,"Poster",0,"","https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/1stOscars_1929.jpg/220px-1stOscars_1929.jpg"
1,"Date",1,"","1929-05-16"
1,"Site",2,"",""
1,"Site",2,"https://en.wikipedia.org/wiki/Hollywood_Roosevelt_Hotel","Hollywood Roosevelt Hotel"
1,"Site",2,"https://en.wikipedia.org/wiki/Hollywood","Hollywood"
1,"Site",2,"",""
1,"Site",2,"https://en.wikipedia.org/wiki/Los_Angeles","Los Angeles"
1,"Site",2,"","California"
1,"Site",2,"","U.S."
1,"Hosted by",3,"",""
1,"Hosted by",3,"https://en.wikipedia.org/wiki/Douglas_Fairbanks","Douglas Fairbanks"
1,"Best Picture",4,"",""
1,"Best Picture",4,"https://en.wikipedia.org/wiki/Wings_(1927_film)","Wings"
1,"Most awards",5,"",""
1,"Most awards",5,"https://en.wikipedia.org/wiki/7th_Heaven_(1927_film)","7th Heaven"
1,"Most awards",5,"","and"
1,"Most awards",5,"https://en.wikipedia.org/wiki/Sunrise:_A_Song_of_Two_Humans","Sunrise: A Song of Two Humans"
1,"Most awards",5,"","(3)"
1,"Most nominations",6,"",""
1,"Most nominations",6,"","7th Heaven"
1,"Most nominations",6,"","(5)"
2,"Date",0,"","1930-04-03"
2,"Site",1,"",""
2,"Site",1,"https://en.wikipedia.org/wiki/Ambassador_Hotel_(Los_Angeles)","Ambassador Hotel (Los Angeles)"
2,"Hosted by",2,"",""
2,"Hosted by",2,"https://en.wikipedia.org/wiki/William_C._DeMille","William C. DeMille"
2,"Best Picture",3,"",""
2,"Best Picture",3,"https://en.wikipedia.org/wiki/The_Broadway_Melody","The Broadway Melody"
2,"Most awards",4,"","Seven films each received one award. No film received more than one award at this ceremony."
2,"Most nominations",5,"",""
2,"Most nominations",5,"https://en.wikipedia.org/wiki/In_Old_Arizona","In Old Arizona"
2,"Most nominations",5,"","and"
2,"Most nominations",5,"https://en.wikipedia.org/wiki/The_Patriot_(1928_film)","The Patriot"
2,"Most nominations",5,"","(5)"
3,"Poster",0,"","https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/3rd_Oscars.jpg/220px-3rd_Oscars.jpg"
3,"Date",1,"","1930-11-05"
3,"Site",2,"",""
3,"Site",2,"https://en.wikipedia.org/wiki/Ambassador_Hotel_(Los_Angeles)","The Ambassador Hotel"
3,"Site",2,"https://en.wikipedia.org/wiki/Los_Angeles,_California","Los Angeles, California"
3,"Hosted by",3,"",""
3,"Hosted by",3,"https://en.wikipedia.org/wiki/Conrad_Nagel","Conrad Nagel"
3,"Best Picture",4,"",""
3,"Best Picture",4,"https://en.wikipedia.org/wiki/All_Quiet_on_the_Western_Front_(1930_film)","All Quiet on the Western Front"
3,"Most awards",5,"",""
3,"Most awards",5,"","All Quiet on the Western Front"
3,"Most awards",5,"","and"
3,"Most awards",5,"https://en.wikipedia.org/wiki/The_Big_House_(1930_film)","The Big House"
3,"Most awards",5,"","(2)"
3,"Most nominations",6,"",""
3,"Most nominations",6,"https://en.wikipedia.org/wiki/The_Love_Parade","The Love Parade"
3,"Most nominations",6,"","(6)"
4,"Poster",0,"","https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/4_LARGE_MEM_iconic_banquet.jpg/220px-4_LARGE_MEM_iconic_banquet.jpg"
4,"Date",1,"","1931-11-10"
4,"Site",2,"",""
4,"Site",2,"https://en.wikipedia.org/wiki/Millennium_Biltmore_Hotel","Biltmore Hotel"
4,"Site",2,"https://en.wikipedia.org/wiki/Los_Angeles,_California","Los Angeles, California"
4,"Hosted by",3,"",""
4,"Hosted by",3,"https://en.wikipedia.org/wiki/Lawrence_Grant","Lawrence Grant"
4,"Best Picture",4,"",""
4,"Best Picture",4,"https://en.wikipedia.org/wiki/Cimarron_(1931_film)","Cimarron"
4,"Most awards",5,"",""
4,"Most awards",5,"","Cimarron"
4,"Most awards",5,"","(3)"
4,"Most nominations",6,"",""
4,"Most nominations",6,"","Cimarron"
4,"Most nominations",6,"","(7)"
5,"Poster",0,"","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Academyawards5.jpg/220px-Academyawards5.jpg"
5,"Date",1,"","1932-11-18"
5,"Site",2,"",""
5,"Site",2,"https://en.wikipedia.org/wiki/Ambassador_Hotel_(Los_Angeles)","The Ambassador Hotel"
5,"Site",2,"https://en.wikipedia.org/wiki/Los_Angeles,_California","Los Angeles, California"
5,"Hosted by",3,"",""
5,"Hosted by",3,"https://en.wikipedia.org/wiki/Conrad_Nagel","Conrad Nagel"
5,"Best Picture",4,"",""
5,"Best Picture",4,"https://en.wikipedia.org/wiki/Grand_Hotel_(1932_film)","Grand Hotel"
5,"Most awards",5,"",""
5,"Most awards",5,"https://en.wikipedia.org/wiki/Bad_Girl_(1931_film)","Bad Girl"
5,"Most awards",5,"","and"
5,"Most awards",5,"https://en.wikipedia.org/wiki/The_Champ_(1931_film)","The Champ"
5,"Most awards",5,"","(2)"
5,"Most nominations",6,"",""
5,"Most nominations",6,"https://en.wikipedia.org/wiki/Arrowsmith_(film)","Arrowsmith"
5,"Most nominations",6,"","and"
5,"Most nominations",6,"","The Champ"
5,"Most nominations",6,"","(4)"
6,"Date",0,"","1934-03-16"
6,"Site",1,"",""
6,"Site",1,"https://en.wikipedia.org/wiki/Ambassador_Hotel_(Los_Angeles)","The Ambassador Hotel"
6,"Hosted by",2,"",""
6,"Hosted by",2,"https://en.wikipedia.org/wiki/Will_Rogers","Will Rogers"
6,"Best Picture",3,"",""
6,"Best Picture",3,"https://en.wikipedia.org/wiki/Cavalcade_(1933_film)","Cavalcade"
6,"Most awards",4,"",""
6,"Most awards",4,"","Cavalcade"
6,"Most awards",4,"","(3)"
6,"Most nominations",5,"",""
6,"Most nominations",5,"","Cavalcade"
6,"Most nominations",5,"",""
6,"Most nominations",5,"https://en.wikipedia.org/wiki/A_Farewell_to_Arms_(1932_film)","A Farewell to Arms"
6,"Most nominations",5,"","and"
6,"Most nominations",5,"https://en.wikipedia.org/wiki/Lady_for_a_Day","Lady for a Day"
6,"Most nominations",5,"","(4)"
7,"Date",0,"","1935-02-27"
7,"Site",1,"",""
7,"Site",1,"https://en.wikipedia.org/wiki/Biltmore_Hotel","Biltmore Hotel"
7,"Site",1,"","in"
7,"Site",1,"https://en.wikipedia.org/wiki/Los_Angeles,_California","Los Angeles, California"
7,"Hosted by",2,"",""
7,"Hosted by",2,"https://en.wikipedia.org/wiki/Irvin_S._Cobb","Irvin S. Cobb"
7,"Best Picture",3,"",""
7,"Best Picture",3,"https://en.wikipedia.org/wiki/It_Happened_One_Night","It Happened One Night"
7,"Most awards",4,"",""
7,"Most awards",4,"","It Happened One Night"
7,"Most awards",4,"","(5)"
7,"Most nominations",5,"",""
7,"Most nominations",5,"https://en.wikipedia.org/wiki/One_Night_of_Love","One Night of Love"
7,"Most nominations",5,"","(6)"
8,"Date",0,"","1936-03-05"
8,"Site",1,"",""
8,"Site",1,"https://en.wikipedia.org/wiki/Millennium_Biltmore_Hotel","Biltmore Hotel"
8,"Hosted by",2,"",""
8,"Hosted by",2,"https://en.wikipedia.org/wiki/Frank_Capra","Frank Capra"
8,"Best Picture",3,"",""
8,"Best Picture",3,"https://en.wikipedia.org/wiki/Mutiny_on_the_Bounty_(1935_film)","Mutiny on the Bounty"
8,"Most awards",4,"",""
8,"Most awards",4,"https://en.wikipedia.org/wiki/The_Informer_(1935_film)","The Informer"
8,"Most awards",4,"","(4)"
8,"Most nominations",5,"",""
8,"Most nominations",5,"https://en.wikipedia.org/wiki/Mutiny_on_the_Bounty_(1935_film)","Mutiny on the Bounty"
8,"Most nominations",5,"","(8)"
9,"Date",0,"","1937-03-04"
9,"Site",1,"",""
9,"Site",1,"https://en.wikipedia.org/wiki/Millennium_Biltmore_Hotel","Biltmore Hotel"
9,"Hosted by",2,"",""
9,"Hosted by",2,"https://en.wikipedia.org/wiki/George_Jessel_(actor)","George Jessel"
9,"Best Picture",3,"",""
9,"Best Picture",3,"https://en.wikipedia.org/wiki/The_Great_Ziegfeld","The Great Ziegfeld"
9,"Most awards",4,"",""
9,"Most awards",4,"","Anthony Adverse"
9,"Most awards",4,"","(4)"
9,"Most nominations",5,"",""
9,"Most nominations",5,"https://en.wikipedia.org/wiki/Anthony_Adverse","Anthony Adverse"
9,"Most nominations",5,"",""
